area_type,availability,location,size,society,total_sqft,bath,balcony,price,lat,lon
Super built-up  Area,18-Aug,Kudlu Gate,3 BHK,Sanzaat,1850,3.0,2.0,120.0,12.8895775,77.6394582
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Cilip J,1315,2.0,2.0,60.0,12.9552572,77.6984163
Super built-up  Area,18-May,Whitefield,2 BHK,Prtates,1216,2.0,1.0,73.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Brooke Bond First Cross,3 BHK,Soosea ,1721,3.0,2.0,93.0,Brooke Bond First Cross,Brooke Bond First Cross
Super built-up  Area,17-Nov,Sonnenahalli,2 BHK,Skacak ,1059,2.0,1.0,62.0,13.4010184,77.8999295
Built-up  Area,Ready To Move,Kadubeesanahalli,2 BHK,Skesta ,1184,2.0,1.0,55.0,12.9394504,77.695305
Plot  Area,Ready To Move,Yelahanka,7 Bedroom,,1400,5.0,2.0,175.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,2223,3.0,2.0,300.0,13.2923988,77.7519261
Built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,KSideas,1480,3.0,2.0,75.0,Kodbisanhalli,Kodbisanhalli
Super built-up  Area,Ready To Move,Kodigehalli,2 BHK,Raellil,635,1.0,1.0,28.0,13.3042193,77.5112285
Plot  Area,Ready To Move,BEML Layout,2 Bedroom,,2400,2.0,1.0,228.0,13.151252549999999,77.66932628424266
Built-up  Area,Ready To Move,JP Nagar,4 Bedroom,,1500,2.0,0.0,87.0,12.2655944,76.6465404
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1143,2.0,1.0,34.2,12.8747372,77.668964
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,,3200,4.0,1.0,350.0,12.9252241,77.6367015
Plot  Area,20-Jul,Kanakpura Road,4 Bedroom,,3170,4.0,3.0,250.0,26.9291996,75.703282
Built-up  Area,Ready To Move,Vaishnavi Layout,4 Bedroom,Prsisge,4800,4.0,3.0,420.0,12.903508,77.5442237
Super built-up  Area,Ready To Move,Kothannur,3 BHK,,1485,2.0,2.0,59.4,Kothannur,Kothannur
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,251.0,18.0142278,79.55262448961471
Super built-up  Area,Ready To Move,Hennur,3 BHK,,1655,2.0,1.0,70.5,13.0258087,77.6305067
Super built-up  Area,22-Jun,2nd Phase Judicial Layout,2 BHK,,900,2.0,2.0,41.0,13.0874059,77.5842414
Super built-up  Area,Ready To Move,Somasundara Palya,3 BHK,,1600,3.0,3.0,69.0,Somasundara Palya,Somasundara Palya
Built-up  Area,Ready To Move,Neelamangala,2 BHK,,1163,2.0,2.0,68.0,Neelamangala,Neelamangala
Carpet  Area,Ready To Move,Yelahanka New Town,1 BHK,KHatsFl,45.06Sq. Meter,2.0,1.0,18.0,13.0978039,77.5811889
Super built-up  Area,18-Apr,Pragathi Nagar,1 BHK,Asarkia,799 - 803,1.0,0.0,33.645,17.5200154,78.3968876
Built-up  Area,Ready To Move,Ngef Layout,4 Bedroom,,2100,3.0,1.0,1000.0,12.9592694,77.5093895
Super built-up  Area,18-Jan,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,101.0,12.93577245,77.66676103753434
Built-up  Area,Ready To Move,Banashankari,3 BHK,Sksia A,1540,3.0,3.0,80.0,15.8876779,75.7046777
Super built-up  Area,18-Jan,Thanisandra,2 BHK,Bhmesy ,1265,2.0,1.0,72.0,13.054713,77.6339258
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,,1200,2.0,3.0,38.4,Kasavanhalli,Kasavanhalli
Built-up  Area,Ready To Move,Amblipura,3 BHK,SuodsAc,1300,2.0,1.0,80.0,Amblipura,Amblipura
Super built-up  Area,Ready To Move,Sultan Palaya,2 BHK,Vaaldak,1009,2.0,1.0,65.0,Sultan Palaya,Sultan Palaya
Super built-up  Area,Ready To Move,Ramamurthy Nagar Extension,3 BHK,,1540,3.0,2.0,65.0,13.0028867,77.5621032
Built-up  Area,Ready To Move,Bellandur,3 BHK,,1735,3.0,3.0,105.0,12.93577245,77.66676103753434
Plot  Area,Ready To Move,HSR Layout,4 Bedroom,,2500,4.0,3.0,300.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Marsur,2 BHK,Asara S,497,1.0,1.0,20.0,35.277307,75.7222613
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2480,4.0,1.0,265.0,12.9301881,77.5378332
Built-up  Area,Ready To Move,Electronic City,2 BHK,VHistal,1142,2.0,0.0,35.0,-6.1938201,106.8920008
Super built-up  Area,18-May,Doctors Layout,3 BHK,,1215,2.0,2.0,46.8,12.95704225,77.65487119384414
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,48.0,-6.1938201,106.8920008
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.49,12.8468545,77.6769267
Built-up  Area,18-Jul,Bommasandra Industrial Area,2 BHK,,1125,2.0,1.0,32.49,12.8162443,77.6916113
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,Doissa ,1575,2.0,3.0,85.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,18-Dec,Hosa Road,2 BHK,SJerse ,1360,2.0,1.0,77.61,12.8747372,77.668964
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,,1710,3.0,2.0,85.0,12.8922203,77.6558048
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,Sryalan,1200,2.0,1.0,34.65,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Bannerghatta Road,4 BHK,SNity S,2185,3.0,3.0,120.0,12.8870547,77.5969483
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,3.0,135.0,12.8310442,77.865842
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1195,2.0,1.0,35.84,15.8876779,75.7046777
Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.0,12.8533901,77.6383481
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Gundaa ,1012,2.0,1.0,45.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,,998,2.0,2.0,65.0,13.0232471,77.5883569
Plot  Area,Ready To Move,Doddaballapur,3 Bedroom,,2400,3.0,1.0,250.0,13.2929583,77.5431463
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1130,2.0,2.0,85.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Proodt ,1744,4.0,1.0,210.0,13.2923988,77.7519261
Super built-up  Area,18-Jul,Rajaji Nagar,4 BHK,ProdsWe,2733,5.0,2.0,259.0,18.0142278,79.55262448961471
Super built-up  Area,Ready To Move,Karuna Nagar,3 BHK,Ajnue A,1354,2.0,1.0,98.0,19.1172,72.8903
Super built-up  Area,Ready To Move,Brookefield,2 BHK,Stlomg ,1389,2.0,2.0,94.0,33.5935063,-79.0345627
Plot  Area,Ready To Move,Sarjapur,4 Bedroom,Puodsm ,2970,3.0,3.0,130.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2 BHK,,1172,2.0,2.0,75.0,Lakshminarayana Pura,Lakshminarayana Pura
Plot  Area,Ready To Move,5th Block Jayanagar,3 Bedroom,,500,2.0,1.0,75.0,12.9295069,77.5801653
Super built-up  Area,Ready To Move,Kaggadasapura,3 BHK,,1495,3.0,2.0,60.0,12.9846713,77.6790908
Super built-up  Area,Ready To Move,Varthur,2 BHK,DSingSt,1738,2.0,1.0,57.35,12.9406152,77.7469937
Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1315,2.0,2.0,50.0,12.96577205,77.70809738675412
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Xeitaa ,1270,2.0,3.0,73.0,12.9552572,77.6984163
Super built-up  Area,18-May,Electronic City Phase II,2 BHK,SNbay G,1160,2.0,1.0,52.2,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,1450,2.0,1.0,67.0,17.3347866,78.6008776
Built-up  Area,Ready To Move,Rayasandra,1 BHK,,470,1.0,1.0,21.0,12.9991538,78.3987029
Built-up  Area,Ready To Move,2nd Phase JP Nagar,2 BHK,,1040,2.0,2.0,78.0,12.91226375,77.59045672324466
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1205,2.0,2.0,29.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,KSRTC Layout,3 BHK,,1215,2.0,3.0,50.0,13.0218526,77.5327689
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1135,2.0,2.0,58.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,8th Phase JP Nagar,3 BHK,MBodsen,1224,2.0,2.0,48.95,12.9159404,77.5793207
Built-up  Area,Ready To Move,Budigere,1 BHK,PrityTr,664,1.0,1.0,34.0,13.1351402,77.74957
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1160,2.0,2.0,42.0,-6.1938201,106.8920008
Plot  Area,Ready To Move,Babusapalaya,2 Bedroom,,1200,2.0,0.0,105.0,Babusapalaya,Babusapalaya
Built-up  Area,18-Aug,Bommasandra Industrial Area,3 BHK,,1220,2.0,1.0,35.2,12.8162443,77.6916113
Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1328,2.0,2.0,69.0,11.2052079,78.1688896
Super built-up  Area,Ready To Move,BSM Extension,2 BHK,Raave E,975,2.0,2.0,45.0,BSM Extension,BSM Extension
Built-up  Area,Ready To Move,Ambedkar Colony,3 BHK,RMcesa ,1907,2.0,1.0,200.0,27.3815184,77.2268432
Built-up  Area,Ready To Move,Malleshwaram,2 BHK,Beesta ,900,2.0,1.0,72.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,Banashankari 6th Stage,2 BHK,,1330,2.0,2.0,80.0,12.901464,77.5096707
Super built-up  Area,Ready To Move,Rajiv Nagar,4 BHK,PuoodSk,2330,5.0,1.0,175.0,19.532886,79.3190092
Built-up  Area,Ready To Move,Munnekollal,3 BHK,JRarlPe,1222,3.0,2.0,95.0,Munnekollal,Munnekollal
Plot  Area,Ready To Move,Dodsworth Layout,3 Bedroom,Prleaou,4446,3.0,2.0,410.0,12.9707696,77.744557
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ahriaup,2100,3.0,1.0,135.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Sarjapur  Road,4 BHK,Adeatlm,3335,4.0,3.0,290.0,12.9252241,77.6367015
Built-up  Area,18-Apr,Whitefield,3 Bedroom,Prtates,3150,3.0,1.0,290.0,44.3730577,-71.6118577
Plot  Area,Ready To Move,Jnana Ganga Nagar,3 Bedroom,,1320,2.0,1.0,95.0,18.5120309,73.847214
Plot  Area,Ready To Move,9th Phase JP Nagar,7 Bedroom,,820,7.0,3.0,140.0,12.2655944,76.6465404
Plot  Area,Ready To Move,Shetty Halli,5 Bedroom,,8000,5.0,3.0,550.0,13.0502833,77.525675
Plot  Area,Ready To Move,Hennur Road,4 Bedroom,,2400,5.0,3.0,500.0,13.0258087,77.6305067
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.55,12.9055682,77.5455438
Plot  Area,Ready To Move,Hosur Road,4 Bedroom,KrineAq,2000,4.0,1.0,130.0,12.773175,77.7831871
Super built-up  Area,18-Jun,Electronic City Phase II,2 BHK,Coomee ,1244,2.0,1.0,55.0,12.8468545,77.6769267
Super built-up  Area,Ready To Move,Konena Agrahara,2 BHK,EsadeNS,1000,2.0,1.0,50.0,12.9586061,77.6623373
Super built-up  Area,18-May,Gunjur Palya,3 BHK,,1400,3.0,2.0,45.0,Gunjur Palya,Gunjur Palya
Super built-up  Area,Ready To Move,Vignana Nagar,2 BHK,Phens G,1000,2.0,2.0,35.0,17.53899095,78.38522281010412
Plot  Area,Ready To Move,Rajaji Nagar,2 Bedroom,,1056,1.0,0.0,250.0,18.0142278,79.55262448961471
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,,1250,2.0,2.0,50.0,12.9055682,77.5455438
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2470 - 2790,5.0,0.0,188.0,13.0382184,77.5919
Super built-up  Area,18-Aug,Jeevan bima nagar,2 BHK,,1225,2.0,2.0,48.0,11.2886895,75.78436304289119
Super built-up  Area,19-Jun,Hebbal,4 BHK,Raard B,2790,5.0,3.0,198.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Indira Nagar,4 BHK,,2800,4.0,3.0,365.0,12.9732913,77.6404672
Super built-up  Area,Ready To Move,Seegehalli,3 BHK,Niowshi,1683,3.0,3.0,80.0,13.387352,77.9543375
Built-up  Area,Ready To Move,Yelahanka,2 BHK,AdniaSk,1250,2.0,2.0,54.0,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Maity W,1305,2.0,1.0,110.0,13.0258087,77.6305067
Plot  Area,Ready To Move,Sarjapur  Road,3 Bedroom,,3009,3.0,1.0,331.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Kaggalipura,3 BHK,Baowsig,1150,2.0,1.0,57.5,12.8016986,77.5082445
Built-up  Area,Ready To Move,Kaggadasapura,3 BHK,Clsto C,1654,3.0,3.0,70.0,12.9846713,77.6790908
Carpet  Area,Ready To Move,Munivenkatppa Layout,4 BHK,Trntska,4500,3.0,0.0,225.0,Munivenkatppa Layout,Munivenkatppa Layout
Super built-up  Area,18-May,Kadugodi,3 BHK,Alestrb,1890,4.0,3.0,125.0,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,,1069,2.0,2.0,55.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,Ready To Move,Chandapura,2 BHK,KHityry,750,1.0,1.0,18.5,17.4436387,77.433391
Plot  Area,Ready To Move,Banashankari,4 Bedroom,,675,4.0,0.0,140.0,15.8876779,75.7046777
Built-up  Area,17-Dec,Hormavu,3 Bedroom,,2400,3.0,1.0,177.0,13.0281929,77.6630185
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,5 Bedroom,,1200,4.0,2.0,240.0,2nd Stage Nagarbhavi,2nd Stage Nagarbhavi
Plot  Area,Ready To Move,Koramangala,4 Bedroom,,1410,2.0,0.0,280.0,13.2923988,77.7519261
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Eladero,1680,3.0,3.0,130.0,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Sadanand Nagar,3 BHK,,3500,4.0,2.0,500.0,17.4406252,78.4242403
Super built-up  Area,18-Jul,Sarjapur  Road,3 BHK,PualeSk,1700,3.0,2.0,93.5,12.9252241,77.6367015
Plot  Area,Ready To Move,Brindavan Layout,4 Bedroom,,2200,2.0,0.0,150.0,13.0368849,77.5747217
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Bhmesy ,1595,3.0,1.0,105.0,13.054713,77.6339258
Plot  Area,Ready To Move,Bethel Nagar,3 Bedroom,,1092,3.0,1.0,95.0,13.0042154,77.6222612954584
Super built-up  Area,19-Sep,Koramangala,3 BHK,Prood P,1866,4.0,2.0,245.0,13.2923988,77.7519261
Super built-up  Area,Ready To Move,Hebbal,3 BHK,RMudeat,3895,3.0,2.0,390.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Banashankari,3 BHK,,1683,3.0,2.0,115.0,15.8876779,75.7046777
Super built-up  Area,Ready To Move,Dasanapura,2 BHK,Tavenew,545,2.0,1.0,22.34,13.0508851,76.9644144
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,,1340,2.0,2.0,73.0,13.0141618,77.6518539
Built-up  Area,21-Dec,"Judicial Layout, Kanakapura Road, ",3 BHK,,1100,3.0,2.0,53.0,"Judicial Layout, Kanakapura Road, ","Judicial Layout, Kanakapura Road, "
Plot  Area,Ready To Move,Akshaya Nagar,1 Bedroom,,2000,1.0,0.0,200.0,13.0195427,77.6831272
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sriffhi,1185,2.0,2.0,56.0,44.3730577,-71.6118577
Super built-up  Area,18-Aug,Chandapura,2 BHK,SuVue S,1025,2.0,2.0,27.68,17.4436387,77.433391
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,DSimaUl,1730,3.0,1.0,95.0,12.8922203,77.6558048
Super built-up  Area,19-Sep,Hennur Road,3 BHK,Orens G,1450,3.0,1.0,88.6,13.0258087,77.6305067
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Ceiti I,1862,4.0,1.0,110.0,12.9252241,77.6367015
Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,4000,5.0,1.0,578.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,Old Madras Road,3 BHK,Brica E,2430,5.0,2.0,180.0,13.0460773,77.7503908
Super built-up  Area,20-Sep,Hoodi,1 BHK,Ranuetz,783 - 943,1.0,0.0,40.55,12.9919033,77.7162015
Super built-up  Area,Ready To Move,Chambenahalli,2 BHK,,1170,2.0,3.0,50.0,12.8794525,77.7615986
Super built-up  Area,Ready To Move,B Narayanapura,2 BHK,Prionve,1075,2.0,2.0,50.0,12.9980556,77.6848622
Super built-up  Area,Ready To Move,Kodichikkanahalli,2 BHK,Niiewin,1060,2.0,1.0,34.0,12.8966996,77.6124269
Super built-up  Area,17-Jun,Sarjapur,2 BHK,,850,2.0,2.0,32.0,12.9116225,77.6388622
Super built-up  Area,Ready To Move,P&T Layout,2 BHK,Sashaa ,935,2.0,1.0,45.9,13.0113153,77.5446972
Built-up  Area,Ready To Move,8th Block Jayanagar,6 Bedroom,,2000,6.0,3.0,300.0,12.9295069,77.5801653
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,Aklia R,1125,2.0,1.0,47.0,12.9055682,77.5455438
Plot  Area,Ready To Move,9th Phase JP Nagar,6 Bedroom,,600,6.0,2.0,75.0,12.2655944,76.6465404
Built-up  Area,Ready To Move,Chikkabanavar,4 Bedroom,,1500,4.0,1.0,105.0,Chikkabanavar,Chikkabanavar
Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Malmser,1725,3.0,3.0,85.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Dodda Banaswadi,2 BHK,,1120,2.0,3.0,36.0,Dodda Banaswadi,Dodda Banaswadi
Super built-up  Area,Ready To Move,Brookefield,3 BHK,Vaontos,1750,2.0,2.0,75.0,33.5935063,-79.0345627
Super built-up  Area,18-Jul,7th Phase JP Nagar,3 BHK,,2000,3.0,2.0,77.0,12.91180425,77.5874942
Built-up  Area,Ready To Move,Koramangala,3 BHK,Saa 2Ai,1745,3.0,3.0,98.0,13.2923988,77.7519261
Plot  Area,Ready To Move,Bagalakunte,5 Bedroom,,750,3.0,1.0,95.0,13.05979975,77.49988256500504
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2.0,2.0,55.25,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Iblur Village,5 BHK,Emine P,5384,5.0,3.0,420.0,12.922544,77.6633431
Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,NCensun,1180,2.0,2.0,72.0,13.0621474,77.58006135480495
Built-up  Area,Ready To Move,Shanti Nagar,2 BHK,SwionMa,1130,2.0,1.0,75.0,12.9575547,77.5979099
Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2774,4.0,3.0,197.0,62.4492326,-114.4062285
Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1723,3.0,2.0,95.0,13.026135,77.76638437071601
Built-up  Area,Ready To Move,Mysore Road,2 BHK,PrntaEn,1175,2.0,2.0,70.5,12.3872141,76.6669626
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,Dimes E,1607,2.0,2.0,112.0,12.9173303,77.667161
Built-up  Area,18-May,Varanasi,2 BHK,Ocuil T,1334,2.0,1.0,62.0,25.3356491,83.0076292
Built-up  Area,Ready To Move,Vishwapriya Layout,5 Bedroom,,2800,5.0,3.0,130.0,Vishwapriya Layout,Vishwapriya Layout
Super built-up  Area,19-Mar,Bellandur,3 BHK,NiCodCa,1138,3.0,2.0,128.0,12.93577245,77.66676103753434
Super built-up  Area,19-Dec,Bannerghatta,2 BHK,,1113,2.0,1.0,70.0,12.53290595,77.54619068920488
Built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,NaensGa,1300,2.0,2.0,58.0,12.2655944,76.6465404
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,,1200,2.0,2.0,60.0,13.0621474,77.58006135480495
Super built-up  Area,Ready To Move,cooketown,3 BHK,,1900,3.0,2.0,190.0,cooketown,cooketown
Super built-up  Area,Ready To Move,Jakkur,4 BHK,Lecco C,5150,4.0,3.0,559.0,13.0784743,77.6068938
Plot  Area,Ready To Move,Begur Road,5 Bedroom,,1100,5.0,1.0,165.0,12.8746006,77.6255106
Super built-up  Area,18-May,Panathur,2 BHK,Prcesvy,1398,2.0,1.0,97.0,12.9351457,77.7047541
Plot  Area,Ready To Move,Margondanahalli,2 Bedroom,,1152,1.0,0.0,66.0,Margondanahalli,Margondanahalli
Super built-up  Area,Ready To Move,Nagavara,2 BHK,,1110,2.0,2.0,44.95,12.716352,77.1522171
Built-up  Area,Ready To Move, Devarachikkanahalli,2 BHK,Sarch M,1116,2.0,1.0,47.0,12.8777439,77.6093287
Super built-up  Area,Ready To Move,Babusapalaya,2 BHK,ARngsd ,1061,2.0,1.0,33.84,Babusapalaya,Babusapalaya
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,,620,1.0,1.0,86.8,13.0027353,77.5703253
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,,1300,2.0,2.0,52.0,12.91180425,77.5874942
Built-up  Area,Ready To Move,Yelahanka,2 BHK,Shana S,1270,2.0,2.0,57.0,13.1006982,77.5963454
Super built-up  Area,18-Apr,Peenya,2 BHK,,966,2.0,2.0,50.0,13.0329419,77.5273253
Plot  Area,Ready To Move,AMS Layout,4 Bedroom,,1200,4.0,1.0,110.0,AMS Layout,AMS Layout
Plot  Area,Ready To Move,Kodigehalli,4 Bedroom,,1320,4.0,3.0,249.0,13.3042193,77.5112285
Super built-up  Area,Ready To Move,Iblur Village,4 BHK,Emine P,3596,5.0,1.0,297.0,12.922544,77.6633431
Super built-up  Area,18-May,Kathriguppe IV Phase,3 BHK,,1630,3.0,2.0,131.0,Kathriguppe IV Phase,Kathriguppe IV Phase
Super built-up  Area,Ready To Move,Kodipalya,5 BHK,,600,6.0,3.0,72.0,13.0314549,76.9394606
Plot  Area,Ready To Move,Ramchandrapuram,4 Bedroom,,600,4.0,2.0,60.0,16.8723847,80.6401044
Super built-up  Area,Ready To Move,Amruthahalli,2 BHK,Veiewak,1202,2.0,1.0,65.0,13.0665131,77.5966238
Plot  Area,Ready To Move,Pampa Extension,4 Bedroom,,1200,4.0,2.0,250.0,-27.4867564,-58.8401174
Built-up  Area,Ready To Move,Jakkur,2 BHK,,1300,2.0,2.0,80.0,13.0784743,77.6068938
Plot  Area,Ready To Move,Uttarahalli,6 Bedroom,,1200,6.0,2.0,330.0,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1360,2.0,1.0,70.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Mileeou,1155,2.0,1.0,69.18,13.0258087,77.6305067
Super built-up  Area,Ready To Move,Hosakerehalli,3 BHK,Taonte ,2378,3.0,1.0,310.0,12.9301881,77.5378332
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,MBrrySt,1011,2.0,2.0,38.0,12.8773486,77.6028031
Built-up  Area,Ready To Move,HSR Layout,2 BHK,VaiewV ,1203,2.0,2.0,72.0,12.9116225,77.6388622
Super built-up  Area,19-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,113.0,13.0382184,77.5919
Super built-up  Area,Ready To Move,Horamavu Agara,3 BHK,Honcyju,1364,2.0,3.0,50.0,13.0366459,77.6548087
Plot  Area,19-Jan,Anekal,2 Bedroom,,1200,1.0,1.0,36.0,12.799122,77.68060437921743
Built-up  Area,Ready To Move,KR Layout,1 BHK,,1050,2.0,2.0,41.0,13.0119037,77.698767
Super built-up  Area,Ready To Move,Kothanur,3 BHK,,1365,3.0,3.0,66.0,12.5805368,77.3330675
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,3.0,70.0,12.7852528,77.6380931
Super built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsan,1221,3.0,2.0,65.0,12.7852528,77.6380931
Built-up  Area,Ready To Move,Panathur,2 BHK,,1065,2.0,1.0,58.0,12.9351457,77.7047541
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2.0,1.0,55.25,12.9055682,77.5455438
Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,KVersuj,1032,2.0,2.0,45.0,13.0621474,77.58006135480495
Super built-up  Area,Ready To Move,Frazer Town,4 BHK,,2900,4.0,2.0,325.0,12.996845,77.6130165
Super built-up  Area,Ready To Move,Sector 2 HSR Layout,3 BHK,NDivaOl,1515,2.0,3.0,69.0,12.9220052,77.6486831
Super built-up  Area,Ready To Move,Akshaya Vana,2 BHK,Daganva,1427,2.0,2.0,52.0,58.6509563,25.0270542
Super built-up  Area,Ready To Move,Magadi Road,2 BHK,,940,2.0,2.0,50.0,12.945048,77.263004
Plot  Area,18-Mar,Medahalli,5 Bedroom,,800,5.0,1.0,95.0,13.0278454,77.7206079
Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,SNity S,1460,2.0,2.0,80.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,2275,4.0,2.0,175.0,12.9252241,77.6367015
Super built-up  Area,21-Sep,9th Phase JP Nagar,3 BHK,Vasisvi,1522,3.0,2.0,90.0,12.2655944,76.6465404
Plot  Area,19-Jan,Basaveshwara Nagar Yelahanka,3 Bedroom,,3210,4.0,2.0,380.0,Basaveshwara Nagar Yelahanka,Basaveshwara Nagar Yelahanka
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,42.67,13.054713,77.6339258
Super built-up  Area,Ready To Move,1Hoysalanagar,13 BHK,,5425,13.0,0.0,275.0,1Hoysalanagar,1Hoysalanagar
Built-up  Area,Ready To Move,Banashankari,3 BHK,Bregae ,1800,3.0,2.0,125.0,15.8876779,75.7046777
Super built-up  Area,17-May,Electronics City Phase 1,2 BHK,,940,2.0,1.0,44.0,12.8496783,77.6649749
Plot  Area,Ready To Move,Andrahalli,4 Bedroom,,1200,4.0,2.0,135.0,13.0085936,77.4830332
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,,1530,3.0,2.0,71.0,12.9552572,77.6984163
Built-up  Area,Ready To Move,Gollahalli,2 BHK,Viine P,1050,2.0,1.0,48.0,13.7183597,77.579806
Super built-up  Area,Ready To Move,Subramanyapura,2 BHK,Prldsri,929,2.0,2.0,49.0,12.9149767,77.5609318
Built-up  Area,Ready To Move,Banjara Layout,4 Bedroom,,3750,5.0,3.0,145.0,13.0382887,77.6652184
Super built-up  Area,Ready To Move,Whitefield,3 BHK,PaantPl,1530,3.0,3.0,75.0,44.3730577,-71.6118577
Plot  Area,Ready To Move,PC Palaya,2 Bedroom,,900,2.0,1.0,48.0,PC Palaya,PC Palaya
Super built-up  Area,Ready To Move,Vasanthapura,2 BHK,,978,2.0,1.0,34.22,12.88929715,77.55955229173568
